timestamp,station_complex_id,station_complex,passenger_exits
2025-05-05 00:00:00,612,"Lexington Av-53 St (E,M)/51 St (6)",119.328
2025-05-05 00:00:00,613,"Lexington Av (N,R,W)/59 St (4,5,6)",82.6673
2025-05-05 00:00:00,614,"59 St-Columbus Circle (A,B,C,D,1)",163.1983
2025-05-05 00:00:00,615,New Utrecht Av (N)/62 St (D),27.635
2025-05-05 00:00:00,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",461.175
2025-05-05 00:00:00,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",140.0696
2025-05-05 00:00:00,618,"14 St (A,C,E)/8 Av (L)",121.1905
2025-05-05 00:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",88.8658
2025-05-05 00:00:00,620,"Court St (R)/Borough Hall (2,3,4,5)",43.3565
2025-05-05 00:00:00,621,"Broadway Junction (A,C,J,L,Z)",65.4199
2025-05-05 00:00:00,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",48.3266
2025-05-05 00:00:00,623,"Canal St (J,N,Q,R,W,Z,6)",81.2679
2025-05-05 00:00:00,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",112.637
2025-05-05 00:00:00,625,"Delancey St (F)/Essex St (J,M,Z)",110.5637
2025-05-05 00:00:00,626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",93.5693
2025-05-05 00:00:00,627,"Franklin Av (C,S)",37.8307
2025-05-05 00:00:00,628,"Fulton St (A,C,J,Z,2,3,4,5)",218.6156
2025-05-05 00:00:00,629,Lorimer St (L)/Metropolitan Av (G),94.6915
2025-05-05 00:00:00,630,"Myrtle-Wyckoff Avs (L,M)",191.6943
2025-05-05 00:00:00,635,"South Ferry (1)/Whitehall St (R,W)",81.8473
2025-05-05 00:00:00,636,"Jay St-MetroTech (A,C,F,R)",103.0728
