pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time
"vic:rail:FSS_sEN2_vic:rail:FSS_DP2_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_DP2","1","1","48"
"vic:rail:FSS_sEN2_vic:rail:FSS_DP3_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_DP3","1","1","48"
"vic:rail:FSS_sEN2_vic:rail:FSS_DP5_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_DP5","1","1","90"
"vic:rail:FSS_sEN2_vic:rail:FSS_DP6_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_DP6","1","1","102"
"vic:rail:FSS_sEN2_vic:rail:FSS_DP7_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_DP7","1","1","96"
"vic:rail:FSS_sEN2_vic:rail:FSS_LI2_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_LI2","1","1","42"
"vic:rail:FSS_sEN2_vic:rail:FSS_LI3_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_LI3","1","1","48"
"vic:rail:FSS_sEN2_vic:rail:FSS_LI4_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_LI4","1","1","66"
"vic:rail:FSS_sEN2_vic:rail:FSS_LI5_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_LI5","1","1","84"
"vic:rail:FSS_sEN2_vic:rail:FSS_DP4_walkway_1","vic:rail:FSS_sEN2","vic:rail:FSS_DP4","1","1","66"
"vic:rail:FSS_sEN3_vic:rail:FSS_DP1_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_DP1","1","1","108"
"vic:rail:FSS_sEN3_vic:rail:FSS_DP2_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_DP2","1","1","96"
"vic:rail:FSS_sEN3_vic:rail:FSS_DP3_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_DP3","1","1","84"
"vic:rail:FSS_sEN3_vic:rail:FSS_DP4_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_DP4","1","1","60"
"vic:rail:FSS_sEN3_vic:rail:FSS_DP5_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_DP5","1","1","48"
"vic:rail:FSS_sEN3_vic:rail:FSS_DP6_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_DP6","1","1","54"
"vic:rail:FSS_sEN3_vic:rail:FSS_DP7_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_DP7","1","1","48"
"vic:rail:FSS_sEN3_vic:rail:FSS_LI2_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_LI2","1","1","36"
"vic:rail:FSS_sEN3_vic:rail:FSS_LI3_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_LI3","1","1","54"
"vic:rail:FSS_sEN3_vic:rail:FSS_LI4_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_LI4","1","1","72"
"vic:rail:FSS_sEN3_vic:rail:FSS_LI5_walkway_1","vic:rail:FSS_sEN3","vic:rail:FSS_LI5","1","1","90"
"vic:rail:FSS_yEN1_vic:rail:FSS_yDP1_stairs_1","vic:rail:FSS_yEN1","vic:rail:FSS_yDP1","2","1","12"
"vic:rail:FSS_yEN1_vic:rail:FSS_yDP1_walkway_1","vic:rail:FSS_yEN1","vic:rail:FSS_yDP1","1","1","54"
"vic:rail:FSS_yEN2_vic:rail:FSS_yDP2_walkway_1","vic:rail:FSS_yEN2","vic:rail:FSS_yDP2","1","1","12"
"vic:rail:FSS_eEN1_vic:rail:FSS_eDP9_stairs_1","vic:rail:FSS_eEN1","vic:rail:FSS_eDP9","2","1","12"
"vic:rail:FSS_eEN2_vic:rail:FSS_eDP1_walkway_1","vic:rail:FSS_eEN2","vic:rail:FSS_eDP1","1","1","6"
"vic:rail:FSS_dEN1_vic:rail:FSS_LI7_walkway_1","vic:rail:FSS_dEN1","vic:rail:FSS_LI7","1","1","18"
"vic:rail:FSS_dEN2_vic:rail:FSS_dDP2_stairs_1","vic:rail:FSS_dEN2","vic:rail:FSS_dDP2","2","1","120"
"vic:rail:FSS_dEN3_vic:rail:FSS_dDP2_stairs_1","vic:rail:FSS_dEN3","vic:rail:FSS_dDP2","2","1","120"
"vic:rail:FSS_dEN4_vic:rail:FSS_dDP1_stairs_1","vic:rail:FSS_dEN4","vic:rail:FSS_dDP1","2","1","120"
"vic:rail:FSS_CN1_vic:rail:FSS_DP1_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_DP1","1","1","42"
"vic:rail:FSS_CN1_vic:rail:FSS_DP2_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_DP2","1","1","36"
"vic:rail:FSS_CN1_vic:rail:FSS_DP3_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_DP3","1","1","48"
"vic:rail:FSS_CN1_vic:rail:FSS_DP4_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_DP4","1","1","66"
"vic:rail:FSS_CN1_vic:rail:FSS_DP5_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_DP5","1","1","84"
"vic:rail:FSS_CN1_vic:rail:FSS_DP6_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_DP6","1","1","102"
"vic:rail:FSS_CN1_vic:rail:FSS_DP7_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_DP7","1","1","90"
"vic:rail:FSS_CN1_vic:rail:FSS_LI2_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_LI2","1","1","30"
"vic:rail:FSS_CN1_vic:rail:FSS_LI3_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_LI3","1","1","36"
"vic:rail:FSS_CN1_vic:rail:FSS_LI4_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_LI4","1","1","54"
"vic:rail:FSS_CN1_vic:rail:FSS_LI5_walkway_1","vic:rail:FSS_CN1","vic:rail:FSS_LI5","1","1","72"
"vic:rail:FSS_DP1_vic:rail:FSS_DP2_walkway_1","vic:rail:FSS_DP1","vic:rail:FSS_DP2","1","1","18"
"vic:rail:FSS_DP2_vic:rail:FSS_DP3_walkway_1","vic:rail:FSS_DP2","vic:rail:FSS_DP3","1","1","18"
"vic:rail:FSS_DP3_vic:rail:FSS_DP4_walkway_1","vic:rail:FSS_DP3","vic:rail:FSS_DP4","1","1","18"
"vic:rail:FSS_DP4_vic:rail:FSS_DP5_walkway_1","vic:rail:FSS_DP4","vic:rail:FSS_DP5","1","1","18"
"vic:rail:FSS_DP5_vic:rail:FSS_DP6_walkway_1","vic:rail:FSS_DP5","vic:rail:FSS_DP6","1","1","18"
"vic:rail:FSS_DP6_vic:rail:FSS_DP7_walkway_1","vic:rail:FSS_DP6","vic:rail:FSS_DP7","1","1","36"
"vic:rail:FSS_dDP1_vic:rail:FSS_dDP2_walkway_1","vic:rail:FSS_dDP1","vic:rail:FSS_dDP2","1","1","48"
"vic:rail:FSS_dDP2_vic:rail:FSS_dDP4_walkway_1","vic:rail:FSS_dDP2","vic:rail:FSS_dDP4","1","1","30"
"vic:rail:FSS_dDP3_vic:rail:FSS_dDP4_walkway_1","vic:rail:FSS_dDP3","vic:rail:FSS_dDP4","1","1","18"
"vic:rail:FSS_dDP4_vic:rail:FSS_dDP5_walkway_1","vic:rail:FSS_dDP4","vic:rail:FSS_dDP5","1","1","18"
"vic:rail:FSS_dDP4_vic:rail:FSS_LI7_elevator_1","vic:rail:FSS_dDP4","vic:rail:FSS_LI7","5","1","120"
"vic:rail:FSS_dDP5_vic:rail:FSS_dDP6_walkway_1","vic:rail:FSS_dDP5","vic:rail:FSS_dDP6","1","1","18"
"vic:rail:FSS_dDP6_vic:rail:FSS_dDP7_walkway_1","vic:rail:FSS_dDP6","vic:rail:FSS_dDP7","1","1","18"
"vic:rail:FSS_dDP7_vic:rail:FSS_dDP8_walkway_1","vic:rail:FSS_dDP7","vic:rail:FSS_dDP8","1","1","18"
"vic:rail:FSS_dDP8_vic:rail:FSS_dDP9_walkway_1","vic:rail:FSS_dDP8","vic:rail:FSS_dDP9","1","1","18"
"vic:rail:FSS_eDP1_vic:rail:FSS_eDP2_stairs_1","vic:rail:FSS_eDP1","vic:rail:FSS_eDP2","2","1","30"
"vic:rail:FSS_eDP2_vic:rail:FSS_eDP3_walkway_1","vic:rail:FSS_eDP2","vic:rail:FSS_eDP3","1","1","30"
"vic:rail:FSS_eDP2_vic:rail:FSS_eDP4_walkway_1","vic:rail:FSS_eDP2","vic:rail:FSS_eDP4","1","1","18"
"vic:rail:FSS_eDP2_vic:rail:FSS_yDP1_walkway_1","vic:rail:FSS_eDP2","vic:rail:FSS_yDP1","1","1","72"
"vic:rail:FSS_eDP4_vic:rail:FSS_eDP5_walkway_1","vic:rail:FSS_eDP4","vic:rail:FSS_eDP5","1","1","18"
"vic:rail:FSS_eDP5_vic:rail:FSS_eDP6_walkway_1","vic:rail:FSS_eDP5","vic:rail:FSS_eDP6","1","1","18"
"vic:rail:FSS_eDP6_vic:rail:FSS_eDP7_walkway_1","vic:rail:FSS_eDP6","vic:rail:FSS_eDP7","1","1","18"
"vic:rail:FSS_eDP8_vic:rail:FSS_yDP1_walkway_1","vic:rail:FSS_eDP8","vic:rail:FSS_yDP1","1","1","12"
"11213_11214_walkway_1","11213","11214","1","1","60"
"11215_11216_walkway_1","11215","11216","1","1","60"
"11217_11218_walkway_1","11217","11218","1","1","60"
"12205_12204_walkway_1","12205","12204","1","1","60"
"12202_12201_walkway_1","12202","12201","1","1","60"
"vic:rail:FSY_PR1_vic:rail:FSY_EN10_walkway_1","vic:rail:FSY_PR1","vic:rail:FSY_EN10","1","1","120"
"vic:rail:FSY_PR1_vic:rail:FSY_EN11_walkway_1","vic:rail:FSY_PR1","vic:rail:FSY_EN11","1","1","108"
"vic:rail:FSY_PR1_vic:rail:FSY_EN12_walkway_1","vic:rail:FSY_PR1","vic:rail:FSY_EN12","1","1","102"
"vic:rail:FSY_PR1_vic:rail:FSY_LI4_walkway_1","vic:rail:FSY_PR1","vic:rail:FSY_LI4","1","1","102"
"vic:rail:FSY_BR1_vic:rail:FSY_EN4_walkway_1","vic:rail:FSY_BR1","vic:rail:FSY_EN4","1","1","12"
"vic:rail:FSY_BR1_vic:rail:FSY_EN3_walkway_1","vic:rail:FSY_BR1","vic:rail:FSY_EN3","1","1","30"
"vic:rail:FSY_BR1_vic:rail:FSY_LI1_walkway_1","vic:rail:FSY_BR1","vic:rail:FSY_LI1","1","1","36"
"vic:rail:FSY_KR1_vic:rail:FSY_EN1_walkway_1","vic:rail:FSY_KR1","vic:rail:FSY_EN1","1","1","30"
"vic:rail:FSY_KR1_vic:rail:FSY_LI1_walkway_1","vic:rail:FSY_KR1","vic:rail:FSY_LI1","1","1","108"
"vic:rail:FSY_KR1_vic:rail:FSY_EN4_walkway_1","vic:rail:FSY_KR1","vic:rail:FSY_EN4","1","1","120"
"vic:rail:FSY_TX1_vic:rail:FSY_EN5_walkway_1","vic:rail:FSY_TX1","vic:rail:FSY_EN5","1","1","36"
"vic:rail:FSY_TX1_vic:rail:FSY_EN4_walkway_1","vic:rail:FSY_TX1","vic:rail:FSY_EN4","1","1","66"
"vic:rail:FSY_TX1_vic:rail:FSY_LI1_walkway_1","vic:rail:FSY_TX1","vic:rail:FSY_LI1","1","1","84"
"vic:rail:FSY_TX1_vic:rail:FSY_EN3_walkway_1","vic:rail:FSY_TX1","vic:rail:FSY_EN3","1","1","72"
"vic:rail:FSY_EN1_vic:rail:FSY_DP1_walkway_1","vic:rail:FSY_EN1","vic:rail:FSY_DP1","1","1","90"
"vic:rail:FSY_EN2_vic:rail:FSY_DP1_stairs_1","vic:rail:FSY_EN2","vic:rail:FSY_DP1","2","1","24"
"vic:rail:FSY_EN3_26171_walkway_1","vic:rail:FSY_EN3","26171","1","1","66"
"vic:rail:FSY_EN3_vic:rail:FSY_DP1_walkway_1","vic:rail:FSY_EN3","vic:rail:FSY_DP1","1","1","72"
"vic:rail:FSY_EN3_vic:rail:FSY_LI1_walkway_1","vic:rail:FSY_EN3","vic:rail:FSY_LI1","1","1","18"
"vic:rail:FSY_EN3_vic:rail:FSY_EN4_walkway_1","vic:rail:FSY_EN3","vic:rail:FSY_EN4","1","1","18"
"vic:rail:FSY_EN4_26171_walkway_1","vic:rail:FSY_EN4","26171","1","1","48"
"vic:rail:FSY_EN4_vic:rail:FSY_CN1_stairs_1","vic:rail:FSY_EN4","vic:rail:FSY_CN1","2","1","30"
"vic:rail:FSY_EN4_vic:rail:FSY_CN1_escalator_1","vic:rail:FSY_EN4","vic:rail:FSY_CN1","4","1","24"
"vic:rail:FSY_EN4_vic:rail:FSY_DP2_walkway_1","vic:rail:FSY_EN4","vic:rail:FSY_DP2","1","1","180"
"vic:rail:FSY_EN5_26171_walkway_1","vic:rail:FSY_EN5","26171","1","1","30"
"vic:rail:FSY_EN5_vic:rail:FSY_DP2_stairs_1","vic:rail:FSY_EN5","vic:rail:FSY_DP2","2","1","12"
"vic:rail:FSY_EN6_vic:rail:FSY_DP5_walkway_1","vic:rail:FSY_EN6","vic:rail:FSY_DP5","1","1","180"
"vic:rail:FSY_EN7_vic:rail:FSY_DP5_stairs_1","vic:rail:FSY_EN7","vic:rail:FSY_DP5","2","1","30"
"vic:rail:FSY_EN7_vic:rail:FSY_EN9_walkway_1","vic:rail:FSY_EN7","vic:rail:FSY_EN9","1","1","12"
"vic:rail:FSY_EN8_vic:rail:FSY_DP8_escalator_1","vic:rail:FSY_EN8","vic:rail:FSY_DP8","4","1","24"
"vic:rail:FSY_EN8_vic:rail:FSY_EN9_walkway_1","vic:rail:FSY_EN8","vic:rail:FSY_EN9","1","1","18"
"vic:rail:FSY_EN9_15521_fare_gate_0","vic:rail:FSY_EN9","15521","6","0","30"
"15521_vic:rail:FSY_EN9_exit_gate_0","15521","vic:rail:FSY_EN9","7","0","30"
"vic:rail:FSY_EN9_26508_fare_gate_0","vic:rail:FSY_EN9","26508","6","0","30"
"26508_vic:rail:FSY_EN9_exit_gate_0","26508","vic:rail:FSY_EN9","7","0","30"
"vic:rail:FSY_EN9_vic:rail:FSY_LI3_walkway_1","vic:rail:FSY_EN9","vic:rail:FSY_LI3","1","1","36"
"26171_vic:rail:FSY_LI1_walkway_1","26171","vic:rail:FSY_LI1","1","1","72"
"vic:rail:FSY_EN10_26509_fare_gate_0","vic:rail:FSY_EN10","26509","6","0","12"
"26509_vic:rail:FSY_EN10_exit_gate_0","26509","vic:rail:FSY_EN10","7","0","12"
"vic:rail:FSY_EN10_vic:rail:FSY_EN11_walkway_1","vic:rail:FSY_EN10","vic:rail:FSY_EN11","1","1","36"
"vic:rail:FSY_EN10_vic:rail:FSY_EN12_walkway_1","vic:rail:FSY_EN10","vic:rail:FSY_EN12","1","1","30"
"vic:rail:FSY_EN10_vic:rail:FSY_LI4_walkway_1","vic:rail:FSY_EN10","vic:rail:FSY_LI4","1","1","30"
"vic:rail:FSY_EN11_vic:rail:FSY_DP9_stairs_1","vic:rail:FSY_EN11","vic:rail:FSY_DP9","2","1","30"
"vic:rail:FSY_EN11_vic:rail:FSY_DP9_escalator_1","vic:rail:FSY_EN11","vic:rail:FSY_DP9","4","1","24"
"vic:rail:FSY_EN12_vic:rail:FSY_DP9_walkway_1","vic:rail:FSY_EN12","vic:rail:FSY_DP9","1","1","180"
"vic:rail:FSY_LI1_vic:rail:FSY_CN1_elevator_1","vic:rail:FSY_LI1","vic:rail:FSY_CN1","5","1","60"
"vic:rail:FSY_LI2_vic:rail:FSY_CN1_exit_gate_0","vic:rail:FSY_LI2","vic:rail:FSY_CN1","7","0","18"
"vic:rail:FSY_CN1_vic:rail:FSY_LI2_fare_gate_0","vic:rail:FSY_CN1","vic:rail:FSY_LI2","6","0","18"
"vic:rail:FSY_LI2_15519_elevator_1","vic:rail:FSY_LI2","15519","5","1","60"
"vic:rail:FSY_LI2_15520_elevator_1","vic:rail:FSY_LI2","15520","5","1","60"
"vic:rail:FSY_LI3_vic:rail:FSY_DP5_elevator_1","vic:rail:FSY_LI3","vic:rail:FSY_DP5","5","1","60"
"vic:rail:FSY_LI4_vic:rail:FSY_DP9_elevator_1","vic:rail:FSY_LI4","vic:rail:FSY_DP9","5","1","60"
"vic:rail:FSY_CN1_vic:rail:FSY_DP2_walkway_1","vic:rail:FSY_CN1","vic:rail:FSY_DP2","1","1","48"
"vic:rail:FSY_CN1_vic:rail:FSY_DP3_fare_gate_0","vic:rail:FSY_CN1","vic:rail:FSY_DP3","6","0","18"
"vic:rail:FSY_DP3_vic:rail:FSY_CN1_exit_gate_0","vic:rail:FSY_DP3","vic:rail:FSY_CN1","7","0","18"
"vic:rail:FSY_CN1_vic:rail:FSY_DP4_walkway_1","vic:rail:FSY_CN1","vic:rail:FSY_DP4","1","1","18"
"vic:rail:FSY_DP1_15518_fare_gate_0","vic:rail:FSY_DP1","15518","6","0","12"
"15518_vic:rail:FSY_DP1_exit_gate_0","15518","vic:rail:FSY_DP1","7","0","12"
"vic:rail:FSY_DP3_15519_stairs_1","vic:rail:FSY_DP3","15519","2","1","30"
"vic:rail:FSY_DP3_15520_stairs_1","vic:rail:FSY_DP3","15520","2","1","30"
"vic:rail:FSY_DP3_15519_escalator_1","vic:rail:FSY_DP3","15519","4","1","24"
"vic:rail:FSY_DP3_15520_escalator_1","vic:rail:FSY_DP3","15520","4","1","24"
"vic:rail:FSY_DP4_vic:rail:FSY_DP5_walkway_1","vic:rail:FSY_DP4","vic:rail:FSY_DP5","1","1","18"
"vic:rail:FSY_DP4_15519_walkway_1","vic:rail:FSY_DP4","15519","1","1","144"
"vic:rail:FSY_DP4_15520_walkway_1","vic:rail:FSY_DP4","15520","1","1","144"
"vic:rail:FSY_DP5_vic:rail:FSY_DP6_walkway_1","vic:rail:FSY_DP5","vic:rail:FSY_DP6","1","1","24"
"vic:rail:FSY_DP6_vic:rail:FSY_DP7_walkway_1","vic:rail:FSY_DP6","vic:rail:FSY_DP7","1","1","18"
"vic:rail:FSY_DP6_vic:rail:FSY_DP9_walkway_1","vic:rail:FSY_DP6","vic:rail:FSY_DP9","1","1","18"
"vic:rail:FSY_DP7_vic:rail:FSY_DP8_walkway_1","vic:rail:FSY_DP7","vic:rail:FSY_DP8","1","1","12"
"15518_22240_walkway_1","15518","22240","1","1","480"
"15519_22240_walkway_1","15519","22240","1","1","480"
"15520_22240_walkway_1","15520","22240","1","1","480"
"15521_22240_walkway_1","15521","22240","1","1","480"
"26508_22240_walkway_1","26508","22240","1","1","480"
"26509_22240_walkway_1","26509","22240","1","1","480"
"15519_15520_walkway_1","15519","15520","1","1","60"
"15521_26508_fare_gate_0","15521","26508","6","0","60"
"vic:rail:NME_EN1_26245_walkway_1","vic:rail:NME_EN1","26245","1","1","72"
"vic:rail:NME_EN1_vic:rail:NME_DP1_walkway_1","vic:rail:NME_EN1","vic:rail:NME_DP1","1","1","36"
"vic:rail:NME_EN1_22239_escalator_1","vic:rail:NME_EN1","22239","4","1","600"
"vic:rail:NME_EN1_22239_elevator_1","vic:rail:NME_EN1","22239","5","1","720"
"vic:rail:NME_EN2_26245_walkway_1","vic:rail:NME_EN2","26245","1","1","90"
"vic:rail:NME_EN2_vic:rail:NME_DP1_stairs_1","vic:rail:NME_EN2","vic:rail:NME_DP1","2","1","6"
"vic:rail:NME_EN2_22239_escalator_1","vic:rail:NME_EN2","22239","4","1","600"
"vic:rail:NME_EN2_22239_walkway_0","vic:rail:NME_EN2","22239","1","0","1800"
"vic:rail:NME_EN3_vic:rail:NME_DP1_stairs_1","vic:rail:NME_EN3","vic:rail:NME_DP1","2","1","18"
"vic:rail:NME_LI1_vic:rail:NME_DP2_walkway_1","vic:rail:NME_LI1","vic:rail:NME_DP2","1","1","18"
"vic:rail:NME_LI1_14324_elevator_1","vic:rail:NME_LI1","14324","5","1","120"
"vic:rail:NME_LI2_vic:rail:NME_DP4_walkway_1","vic:rail:NME_LI2","vic:rail:NME_DP4","1","1","18"
"vic:rail:NME_LI2_14325_elevator_1","vic:rail:NME_LI2","14325","5","1","120"
"vic:rail:NME_LI2_14326_elevator_1","vic:rail:NME_LI2","14326","5","1","120"
"vic:rail:NME_LI3_vic:rail:NME_DP5_walkway_1","vic:rail:NME_LI3","vic:rail:NME_DP5","1","1","18"
"vic:rail:NME_LI3_14327_elevator_1","vic:rail:NME_LI3","14327","5","1","120"
"vic:rail:NME_LI3_14328_elevator_1","vic:rail:NME_LI3","14328","5","1","120"
"vic:rail:NME_LI4_vic:rail:NME_DP6_walkway_1","vic:rail:NME_LI4","vic:rail:NME_DP6","1","1","18"
"vic:rail:NME_LI4_14329_elevator_1","vic:rail:NME_LI4","14329","5","1","120"
"vic:rail:NME_DP1_vic:rail:NME_DP2_walkway_1","vic:rail:NME_DP1","vic:rail:NME_DP2","1","1","18"
"vic:rail:NME_DP2_vic:rail:NME_DP3_walkway_1","vic:rail:NME_DP2","vic:rail:NME_DP3","1","1","18"
"vic:rail:NME_DP3_vic:rail:NME_DP4_walkway_1","vic:rail:NME_DP3","vic:rail:NME_DP4","1","1","18"
"vic:rail:NME_DP3_14324_stairs_1","vic:rail:NME_DP3","14324","2","1","120"
"vic:rail:NME_DP3_14324_escalator_1","vic:rail:NME_DP3","14324","4","1","90"
"vic:rail:NME_DP4_vic:rail:NME_DP5_walkway_1","vic:rail:NME_DP4","vic:rail:NME_DP5","1","1","18"
"vic:rail:NME_DP4_14325_escalator_1","vic:rail:NME_DP4","14325","4","1","90"
"vic:rail:NME_DP4_14326_escalator_1","vic:rail:NME_DP4","14326","4","1","90"
"vic:rail:NME_DP5_vic:rail:NME_DP6_walkway_1","vic:rail:NME_DP5","vic:rail:NME_DP6","1","1","18"
"vic:rail:NME_DP5_14327_escalator_1","vic:rail:NME_DP5","14327","4","1","90"
"vic:rail:NME_DP5_14328_escalator_1","vic:rail:NME_DP5","14328","4","1","90"
"vic:rail:NME_DP6_14329_stairs_1","vic:rail:NME_DP6","14329","2","1","120"
"vic:rail:NME_DP6_14329_escalator_1","vic:rail:NME_DP6","14329","4","1","90"
"vic:rail:NME_DP7_vic:rail:NME_DP8_walkway_1","vic:rail:NME_DP7","vic:rail:NME_DP8","1","1","18"
"vic:rail:NME_DP7_14324_walkway_1","vic:rail:NME_DP7","14324","1","1","126"
"vic:rail:NME_DP8_vic:rail:NME_DP9_walkway_1","vic:rail:NME_DP8","vic:rail:NME_DP9","1","1","18"
"vic:rail:NME_DP8_14325_walkway_1","vic:rail:NME_DP8","14325","1","1","126"
"vic:rail:NME_DP8_14326_walkway_1","vic:rail:NME_DP8","14326","1","1","126"
"vic:rail:NME_DP9_vic:rail:NME_DP10_walkway_1","vic:rail:NME_DP9","vic:rail:NME_DP10","1","1","18"
"vic:rail:NME_DP9_14327_walkway_1","vic:rail:NME_DP9","14327","1","1","126"
"vic:rail:NME_DP9_14328_walkway_1","vic:rail:NME_DP9","14328","1","1","126"
"vic:rail:NME_DP10_14329_walkway_1","vic:rail:NME_DP10","14329","1","1","126"
"14324_22239_walkway_1","14324","22239","1","1","600"
"14325_22239_walkway_1","14325","22239","1","1","600"
"14326_22239_walkway_1","14326","22239","1","1","600"
"14327_22239_walkway_1","14327","22239","1","1","600"
"14328_22239_walkway_1","14328","22239","1","1","600"
"14329_22239_walkway_1","14329","22239","1","1","600"
"14325_14326_walkway_1","14325","14326","1","1","60"
"14327_14328_walkway_1","14327","14328","1","1","60"
"vic:rail:PKM_PR1_vic:rail:PKM_EN2_walkway_1","vic:rail:PKM_PR1","vic:rail:PKM_EN2","1","1","90"
"vic:rail:PKM_PR2_vic:rail:PKM_EN3_walkway_1","vic:rail:PKM_PR2","vic:rail:PKM_EN3","1","1","126"
"vic:rail:PKM_BR1_vic:rail:PKM_EN1_walkway_1","vic:rail:PKM_BR1","vic:rail:PKM_EN1","1","1","12"
"vic:rail:PKM_KR1_vic:rail:PKM_EN1_walkway_1","vic:rail:PKM_KR1","vic:rail:PKM_EN1","1","1","78"
"vic:rail:PKM_KR2_vic:rail:PKM_EN3_walkway_1","vic:rail:PKM_KR2","vic:rail:PKM_EN3","1","1","48"
"vic:rail:PKM_EN1_26254_walkway_1","vic:rail:PKM_EN1","26254","1","1","132"
"vic:rail:PKM_EN1_vic:rail:PKM_DP1_walkway_1","vic:rail:PKM_EN1","vic:rail:PKM_DP1","1","1","24"
"vic:rail:PKM_EN2_vic:rail:PKM_EN3_walkway_1","vic:rail:PKM_EN2","vic:rail:PKM_EN3","1","1","0"
"vic:rail:PKM_EN2_vic:rail:PKM_DP2_walkway_1","vic:rail:PKM_EN2","vic:rail:PKM_DP2","1","1","48"
"vic:rail:PKM_EN3_vic:rail:PKM_DP2_walkway_1","vic:rail:PKM_EN3","vic:rail:PKM_DP2","1","1","48"
"vic:rail:PKM_DP1_vic:rail:PKM_DP2_walkway_1","vic:rail:PKM_DP1","vic:rail:PKM_DP2","1","1","12"
"vic:rail:PKM_DP1_vic:rail:PKM_LI1_walkway_1","vic:rail:PKM_DP1","vic:rail:PKM_LI1","1","1","12"
"vic:rail:PKM_DP1_vic:rail:PKM_LI2_walkway_1","vic:rail:PKM_DP1","vic:rail:PKM_LI2","1","1","12"
"vic:rail:PKM_DP1_vic:rail:PKM_LI3_walkway_1","vic:rail:PKM_DP1","vic:rail:PKM_LI3","1","1","12"
"vic:rail:PKM_DP1_vic:rail:PKM_LI4_walkway_1","vic:rail:PKM_DP1","vic:rail:PKM_LI4","1","1","12"
"vic:rail:PKM_DP2_12172_stairs_1","vic:rail:PKM_DP2","12172","2","1","54"
"vic:rail:PKM_DP2_12173_stairs_1","vic:rail:PKM_DP2","12173","2","1","54"
"vic:rail:PKM_LI1_12172_elevator_1","vic:rail:PKM_LI1","12172","5","1","60"
"vic:rail:PKM_LI2_12172_elevator_1","vic:rail:PKM_LI2","12172","5","1","60"
"vic:rail:PKM_LI3_12173_elevator_1","vic:rail:PKM_LI3","12173","5","1","60"
"vic:rail:PKM_LI4_12173_elevator_1","vic:rail:PKM_LI4","12173","5","1","60"
"12172_22252_walkway_1","12172","22252","1","1","900"
"12173_22252_walkway_1","12173","22252","1","1","900"
"vic:rail:RMD_EN1_vic:rail:RMD_CN1_stairs_1","vic:rail:RMD_EN1","vic:rail:RMD_CN1","2","1","18"
"vic:rail:RMD_EN1_26263_walkway_1","vic:rail:RMD_EN1","26263","1","1","102"
"vic:rail:RMD_EN2_vic:rail:RMD_DP17_walkway_1","vic:rail:RMD_EN2","vic:rail:RMD_DP17","1","1","30"
"vic:rail:RMD_EN2_26263_walkway_1","vic:rail:RMD_EN2","26263","1","1","72"
"vic:rail:RMD_EN3_vic:rail:RMD_DP6_stairs_1","vic:rail:RMD_EN3","vic:rail:RMD_DP6","2","1","6"
"vic:rail:RMD_EN4_vic:rail:RMD_DP6_walkway_1","vic:rail:RMD_EN4","vic:rail:RMD_DP6","1","1","54"
"vic:rail:RMD_CN1_vic:rail:RMD_DP17_walkway_1","vic:rail:RMD_CN1","vic:rail:RMD_DP17","1","1","30"
"vic:rail:RMD_CN1_vic:rail:RMD_DP1_fare_gate_0","vic:rail:RMD_CN1","vic:rail:RMD_DP1","6","0","18"
"vic:rail:RMD_DP1_vic:rail:RMD_CN1_exit_gate_0","vic:rail:RMD_DP1","vic:rail:RMD_CN1","7","0","18"
"vic:rail:RMD_CN1_vic:rail:RMD_DP6_walkway_1","vic:rail:RMD_CN1","vic:rail:RMD_DP6","1","1","78"
"vic:rail:RMD_DP1_vic:rail:RMD_DP2_walkway_1","vic:rail:RMD_DP1","vic:rail:RMD_DP2","1","1","12"
"vic:rail:RMD_DP1_12253_walkway_1","vic:rail:RMD_DP1","12253","1","1","126"
